text_en,text_ja
systematic investigation of user requirements to arrive at a definition of a system,システムの定義に到達するためのユーザー要件の体系的な調査
systematic iteration of conformity assessment activities as a basis for maintaining the validity of the statement of conformity,適合性宣言の有効性を維持するための基礎として、適合性評価活動を体系的に反復すること
"systematic means of communicating ideas by the use of conventionalized signs, sounds, gestures, or marks and rules for the formation of admissible expressions",慣例化された記号、音声、ジェスチャー、またはマーク、および許容される表現を形成するためのルールを使用してアイデアを伝達する体系的な手段
systematic performance of operations upon data,データに対する操作の系統的なパフォーマンス
"systematic performance of operations upon information, which includes data processing and can include operations such as data communication and office automation",情報に対する操作の体系的な実行。これにはデータ処理が含まれ、データ通信やオフィス オートメーションなどの操作が含まれる場合があります。
"systematic, independent and documented process for obtaining audit evidence and evaluating it objectively to determine the extent to which audit criteria are fulfilled",監査証拠を入手し、それを客観的に評価して監査基準がどの程度満たされているかを判断するための、体系的で独立した文書化されたプロセス
"systematic, independent, documented process for obtaining records, statements of fact, or other relevant information and assessing them objectively, to determine the extent to which specified requirements are fulfilled",記録、事実の陳述、またはその他の関連情報を取得し、それらを客観的に評価して、指定された要件がどの程度満たされているかを判断するための、体系的で独立した文書化されたプロセス。
"systems engineer, business analyst",システムエンジニア、ビジネスアナリスト
systems engineering and technical assistance,システムエンジニアリングと技術支援
Systems Engineering Management Plan,システムエンジニアリング管理計画
Systems Engineering Plan,システムエンジニアリング計画
systems engineering technical review,システムエンジニアリング技術レビュー
systems or software process that is performed either fully or partially supported by CASE tools,CASE ツールによって完全または部分的にサポートされて実行されるシステムまたはソフトウェア プロセス
t manner in which the hardware and software of an information processing system are organized and interconnected,情報処理システムのハードウェアとソフトウェアが編成され相互接続される方法
table of all contingencies that are to be considered in the description of a problem together with the action to be taken,問題を説明する際に考慮すべきすべての偶発事態と取るべき措置をまとめた表
"table of conditions that are to be considered in the analysis of a problem, together with the action to be taken for each condition",問題の分析で考慮される条件と、各条件に対して実行されるアクションの表
table that identifies the location of pages in storage and gives significant attributes of those pages,ストレージ内のページの場所を特定し、それらのページの重要な属性を示すテーブル
table that links requirements to their origin and traces them throughout the project life cycle2. a grid that links product requirements from their origin to the deliverables that satisfy them,要件をその起源に結び付け、プロジェクトのライフサイクル全体を通して追跡する表2。製品要件をその起源からそれを満たす成果物までリンクするグリッド
"table that presents program symbols and their corresponding addresses, values, and other attributes",プログラムシンボルとそれに対応するアドレス、値、その他の属性を示す表
table used to show sets of conditions and the actions resulting from them,一連の条件とその結果として生じるアクションを示すために使用される表
tag that has a subsidiary relationship to another tag,別のタグと従属関係にあるタグ
"Tailoring a process adapts the process description for a particular end. For example, a project creates its defined process by tailoring the organization's set of standard processes to meet the objectives, constraints, and environment of the project. The organization's set of standard processes is described at a general level that is not directly usable to perform a process. Tailoring guidelines aid those who establish the defined processes for specific needs. Tailoring guidelines describe what can and cannot be modified and identify process components that are candidates for modification.",プロセスを調整すると、プロセスの記述が特定の目的に合わせて調整されます。たとえば、プロジェクトは、プロジェクトの目的、制約、環境に合わせて組織の標準プロセスのセットを調整することによって、定義されたプロセスを作成します。組織の標準プロセスのセットは、プロセスの実行に直接使用できない一般的なレベルで説明されています。調整ガイドラインは、特定のニーズに合わせて定義されたプロセスを確立する人を支援します。調整ガイドラインでは、変更できるものとできないものを説明し、変更の候補となるプロセス コンポーネントを特定します。
tangible machine-readable document created during software development,ソフトウェア開発中に作成される有形の機械可読文書
tangible results from a certification process,認証プロセスから得られる具体的な結果
tangible results from an assessment,評価による具体的な結果
task activated on demand,オンデマンドでアクティブ化されるタスク
task containing nested objects,ネストされたオブジェクトを含むタスク
task ensuring sequential access to a resource,リソースへの順次アクセスを保証するタスク
task structuring criterion in which a group of objects are combined into one task because only one object can be executed at any one time,一度に実行できるオブジェクトは 1 つだけであるため、オブジェクトのグループを 1 つのタスクに結合するタスク構造化基準
task that a timer event activates at regular intervals,タイマー イベントが定期的にアクティブになるタスク
task that can be added to the minimum testing tasks to address specific requirements.,特定の要件に対処するために、最小限のテスト タスクに追加できるタスク。
task that hides the details of the interface to and interacts sequentially with a human user,人間のユーザーへのインターフェイスの詳細を隠し、人間のユーザーと順次対話するタスク
task that hides the interface to and communicates with an external system or subsystem,外部システムまたはサブシステムとのインターフェイスを隠し、外部システムまたはサブシステムと通信するタスク
task that interfaces to a passive I/O device and either reads from it or writes to it on demand,パッシブ I/O デバイスに接続し、オンデマンドで読み取りまたは書き込みを行うタスク
task that interfaces to a passive I/O device and polls it regularly,パッシブ I/O デバイスに接続し、定期的にポーリングするタスク
task that interfaces to an I/O device and is activated by interrupts from that device,I/O デバイスに接続し、そのデバイスからの割り込みによってアクティブ化されるタスク
"task that is part of the application, which interfaces to the external environment",アプリケーションの一部であり、外部環境と接続するタスク
task that makes decisions to control other tasks' execution,他のタスクの実行を制御するための決定を下すタスク
task that must meet a hard deadline,厳しい期限を守らなければならない仕事
"task to make a decision on relevant variants, which will be application assets, from domain assets using the domain variability model and from application assets using the application variability model",ドメイン変動モデルを使用してドメイン資産から、およびアプリケーション変動モデルを使用してアプリケーション資産から、アプリケーション資産となる関連バリアントについて決定を下すタスク
task-structuring criterion by which a control object is combined into a task with the objects it control,制御オブジェクトを、それが制御するオブジェクトとともにタスクに結合するためのタスク構造化基準
"task-structuring criterion by which activities that are not sequentially dependent, but are activated by the same event are grouped into a task",連続的に依存していないが、同じイベントによってアクティブ化されるアクティビティをタスクにグループ化するためのタスク構造化基準
task-structuring criterion in which objects that are constrained to execute sequentially are mapped to a tas,逐次的に実行するように制約されているオブジェクトをタスクにマッピングするタスク構造化基準
task's external specification,タスクの外部仕様
taxonomy in which instances of both entities represent the same real or abstract thing,両方の実体のインスタンスが同じ現実のものまたは抽象的なものを表す分類法
"team of specialists who facilitate the definition, maintenance, and improvement of processes used by the organization",組織で使用されるプロセスの定義、維持、改善を促進する専門家のチーム
team that has the responsibility to develop and implement process improvement activities for an organization as documented in a process action plan,プロセス行動計画に文書化されたように、組織のプロセス改善活動を開発および実装する責任を持つチーム
"technical and organizational activities, comprising configuration identification, control, status accounting and auditing",構成の識別、制御、ステータスの会計および監査を含む技術的および組織的な活動
technical data package,技術データパッケージ
technical interchange meeting,技術交流会
technical operation that consists of producing an assessment of one or more characteristics of a software product according to a specified procedure,指定された手順に従ってソフトウェア製品の 1 つまたは複数の特性の評価を作成することからなる技術的操作
technical or managerial procedure that aids in the evaluation and improvement of the software development process,ソフトウェア開発プロセスの評価と改善に役立つ技術的または管理的手順
technical performance management,技術的パフォーマンス管理
technical performance measure,技術的なパフォーマンスの尺度
"technical processes to define, design, and construct or assemble a product",製品を定義、設計、構築または組み立てするための技術的プロセス
technical requirements,技術的要件
Technical reviews can also provide recommendations of alternatives and examination of various alternatives.,技術レビューでは、代替案の推奨やさまざまな代替案の検討も行うことができます。
"technical, legal, organizational, safety, economic, engineering, cost, schedule",技術、法律、組織、安全、経済、エンジニアリング、コスト、スケジュール
technically sophisticated computer enthusiast,技術的に洗練されたコンピューター愛好家
technically sophisticated computer enthusiast who uses his or her knowledge and means to gain unauthorized access to protected resources,技術的に洗練されたコンピュータ愛好家であり、自分の知識と手段を利用して、保護されたリソースへの不正アクセスを取得する
technique for monitoring bus performance in multi-layer memory cach,多層メモリキャッシュでバスパフォーマンスを監視する技術
technique for naming that joins the name of a parent class to the name of a dependent class with the period character,親クラスの名前と依存クラスの名前をピリオド文字で結合する名前付け手法
technique in which a peripheral takes direct control of a central processing unit's memory bus to transfer data to or from memory,周辺機器が中央処理装置のメモリ バスを直接制御して、メモリとの間でデータを転送する技術
"technique of filling out a fixed-length block of data with dummy characters, words, or records",固定長のデータ ブロックをダミーの文字、単語、またはレコードで埋める技術
"technique that uses network charts for planning, scheduling. and controlling a project",計画やスケジューリングにネットワーク チャートを使用する手法。そしてプロジェクトをコントロールする
technique to evaluate the degree to which the data about risks is useful for risk management,リスクに関するデータがリスク管理にどの程度役立つかを評価する手法
"technique to obtain the use of data, the use of storage in order to read or write data, or the use of an input-output channel to transfer data",データの使用を取得する技術、データの読み取りまたは書き込みのためのストレージの使用、またはデータ転送のための入出力チャネルの使用
"technique used in computer performance evaluation, in which a computer system is represented as a hierarchy of subsystems, the subsystems are analyzed to determine their performance characteristics, and the results are used to evaluate the performance of the overall system",コンピュータのパフォーマンス評価で使用される手法。コンピュータ システムがサブシステムの階層として表現され、サブシステムが分析されてそのパフォーマンス特性が決定され、その結果がシステム全体のパフォーマンスの評価に使用されます。
"technique used to consolidate ideas created through individual brainstorming sessions into a single map to reflect commonality and differences in understanding, and to generate new ideas",個々のブレインストーミング セッションを通じて作成されたアイデアを 1 つのマップに統合して、理解の共通点と相違点を反映し、新しいアイデアを生み出すために使用される手法
"Techniques include use of breakpoints, desk checking, dumps, inspection, reversible execution, single-step operation, and traces.",テクニックには、ブレークポイントの使用、デスクチェック、ダンプ、検査、可逆実行、シングルステップ操作、トレースが含まれます。
"techniques involved in designing, building, and using robots",ロボットの設計、構築、使用に関わる技術
techniques that are used to generate ideas within a group of stakeholders,利害関係者のグループ内でアイデアを生み出すために使用されるテクニック
techniques used to shorten the schedule duration without reducing the project scope,プロジェクトの範囲を縮小せずにスケジュール期間を短縮するために使用されるテクニック
"techniques, processes, tools, measures and relevant technical information used for evaluation",評価に使用される技術、プロセス、ツール、手段、および関連する技術情報
technology maturation and risk reduction,テクノロジーの成熟とリスクの軽減
Telecommunication Information Networking Architecture,電気通信情報ネットワークアーキテクチャ
template for a technology object,テクノロジーオブジェクトのテンプレート
temporary dummy objects created to aid testing until the real objects become available,実際のオブジェクトが使用可能になるまでのテストを支援するために作成される一時的なダミー オブジェクト
"temporary endeavor undertaken to create or change a unique information technology product, system, or service",独自の情報技術製品、システム、またはサービスを作成または変更するために行われる一時的な取り組み
temporary information processing system used to facilitate the transition from an operational system to its successor,運用システムから後継システムへの移行を容易にするために使用される一時的な情報処理システム
temporary or unpredictable fault in a component,コンポーネントの一時的または予測不可能な障害
"temporary storage in computer memory, to improve operations by having frequently used data readily available for retrieval2. RAM with very high operating speed used for data storage within a processor",頻繁に使用されるデータをすぐに取得できるようにすることで、操作を改善するためのコンピュータ メモリ内の一時ストレージ2。プロセッサ内のデータストレージに使用される非常に高速な動作速度を備えたRAM
term comprising constants and operators but no variables,定数と演算子で構成されるが、変数は含まれない用語
"term which, in a given naming context, refers to an entity",特定の命名コンテキストでエンティティを指す用語
terminal symbol,端子記号
terminal that enables a user to communicate with a computer,ユーザーがコンピュータと通信できるようにする端末
termination of a process prior to completion,完了前のプロセスの終了
termination of the ability of a system to perform a required function or its inability to perform within previously specified limits; an externally visible deviation from the system's specification,必要な機能を実行するシステムの能力の終了、または以前に指定された制限内でシステムが実行できなくなること。システムの仕様からの外部から見える逸脱
terminology for technical complexity adjustment factors,技術的な複雑さの調整係数に関する用語
terms of reference against which the significance of a risk is evaluated,リスクの重要性を評価する基準となる条件
terms of reference by which the significance of risk is assessed,リスクの重要性を評価する基準
test,テスト
test and evaluation,テストと評価
test and evaluation master plan,テストと評価の基本計画
test design technique in which test cases are constructed to force execution of individual statements in a test item,テスト項目内の個々のステートメントを強制的に実行するようにテスト ケースを構築するテスト設計手法
"test design technique in which test cases are derived on the basis of the tester's knowledge of past failures, or general knowledge of failure modes",過去の障害に関するテスターの知識、または障害モードに関する一般的な知識に基づいてテスト ケースを導き出すテスト設計手法
test design technique in which test cases are designed to exercise equivalence partitions by using one or more representative members of each partition,各パーティションの 1 つ以上の代表メンバーを使用して等価パーティションを実行するようにテスト ケースを設計するテスト設計手法
"test management and dynamic (and static) test processes used to perform a specific test level (e.g. system testing, acceptance testing) or test type (e.g. usability testing, performance testing) normally within the context of an overall test process for a test project",通常、テスト プロジェクトの全体的なテスト プロセスのコンテキスト内で、特定のテスト レベル (例: システム テスト、受け入れテスト) またはテスト タイプ (例: ユーザビリティ テスト、パフォーマンス テスト) を実行するために使用されるテスト管理および動的 (および静的) テスト プロセス
test management process for ensuring that testing is performed in accordance with a test plan and with organizational test specifications,テストがテスト計画および組織のテスト仕様に従って確実に実行されるようにするためのテスト管理プロセス
"test management process for ensuring that useful test assets are made available for later use, test environments are left in a satisfactory condition, and the results of testing are recorded and communicated to relevant stakeholders",有用なテスト資産を後で使用できるようにし、テスト環境を満足のいく状態に保ち、テスト結果を記録して関係者に伝達するためのテスト管理プロセス。
test management process used to complete test planning and develop test plans,テスト計画を完了し、テスト計画を作成するために使用されるテスト管理プロセス
test of a system or functional unit usually performed by the purchaser on his premises after installation with the participation of the vendor to ensure that the contractual requirements are met,システムまたは機能ユニットのテスト。契約上の要件が満たされていることを確認するために、設置後にベンダーの参加を得て、通常は購入者が敷地内で実行します。
test of a system to prove that it meets all its specified requirements at a particular stage of its development.,システムが開発の特定の段階で指定された要件をすべて満たしていることを証明するためのシステムのテスト。
test of individual hardware or software units or groups of related units,個々のハードウェアまたはソフトウェアユニット、または関連するユニットのグループのテスト
test of individual programs or modules in order to ensure that there are no analysis or programming errors,分析やプログラミングのエラーがないことを確認するための、個々のプログラムまたはモジュールのテスト
test procedure specification for manual or automated testing,手動または自動テストのテスト手順の仕様
test process containing the sub-processes that are required for the management of a test project,テスト プロジェクトの管理に必要なサブプロセスを含むテスト プロセス
test process for deriving and specifying test cases and test procedures,テストケースとテスト手順を導き出し、指定するためのテストプロセス
test process for developing and managing organizational test specifications,組織のテスト仕様を開発および管理するためのテストプロセス
test readiness review,テスト準備状況のレビュー
test to determine whether an implemented system fulfils its functional purpose as determined by its users,実装されたシステムが、ユーザーが決定した機能上の目的を満たしているかどうかを判断するテスト
test to determine whether an implemented system fulfils its specified requirements,実装されたシステムが指定された要件を満たしているかどうかを判断するためのテスト
test type conducted to evaluate the degree of effectiveness and efficiency with which a test item can be modified,テスト項目を変更することで有効性と効率性の程度を評価するために実施されるテストの種類
"test, inspection, or analytical process by which a group of configuration items comprising a system is verified to have met specific contractual performance requirements",システムを構成する構成アイテムのグループが特定の契約上のパフォーマンス要件を満たしていることを検証するテスト、検査、または分析プロセス
"testable aspect of a component or system, such as a function, transaction, feature, quality attribute, or structural element identified as a basis for testing",コンポーネントまたはシステムのテスト可能な側面 (テストの基礎として特定される機能、トランザクション、機能、品質属性、または構造要素など)
tester intervention in the form of direct procedural help provided by the test administrator to the test participants in order to allow the test to continue when the participants could not complete the tasks on their own,参加者が自分でタスクを完了できない場合にテストを続行できるようにするために、テスト管理者がテスト参加者に提供する直接的な手順上の支援の形でのテスター介入。
"testing conducted in accordance with test plans and procedures that have been reviewed and approved by a customer, user, or designated level of management",顧客、ユーザー、または指定されたレベルの管理者によって検討および承認されたテスト計画および手順に従って実施されるテスト
"testing conducted in accordance with test plans and procedures that have not been reviewed and approved by a customer, user, or designated level of management",顧客、ユーザー、または指定されたレベルの管理者によってレビューおよび承認されていないテスト計画および手順に従って実施されたテスト
testing conducted in the operational or support environment to ensure that a software product performs as required after installation.,インストール後にソフトウェア製品が要求どおりに動作することを確認するために、運用環境またはサポート環境で実施されるテスト。
"testing conducted on a complete, integrated system to evaluate the system's compliance with its specified requirements",指定された要件に対するシステムの準拠性を評価するために、完全な統合システム上で実施されるテスト
"testing conducted on multiple complete, integrated systems to evaluate their ability to communicate successfully with each other and to meet the overall integrated systems' specified requirements.",テストは、複数の完全な統合システムに対して実施され、相互に正常に通信し、統合システム全体の指定された要件を満たす能力を評価します。
testing conducted to determine whether a system or component is suitable for operational use.,システムまたはコンポーネントが運用に適しているかどうかを判断するために実施されるテスト。
testing conducted to determine whether a system satisfies its acceptance criteria and to enable the customer to determine whether to accept the system,システムが受け入れ基準を満たしているかどうかを判断し、顧客がシステムを受け入れるかどうかを決定できるようにするために実施されるテスト
"testing conducted to ensure that a modified system retains the capability of exchanging information with systems of different types, and of using that information",変更されたシステムが、異なるタイプのシステムと情報を交換し、その情報を使用する機能を保持していることを確認するために実施されるテスト
testing conducted to evaluate a system or component in its operational environment.,運用環境でシステムまたはコンポーネントを評価するために実施されるテスト。
testing conducted to evaluate the compliance of a system or component with specified functional requirements,システムまたはコンポーネントが指定された機能要件に準拠しているかを評価するために実施されるテスト
testing conducted to evaluate whether systems or components pass data and control correctly to one another,システムまたはコンポーネントが相互にデータと制御を正しく受け渡すかどうかを評価するために実施されるテスト
testing designed to execute all or selected paths through a computer program,コンピュータプログラムを通じてすべてまたは選択されたパスを実行するように設計されたテスト
testing designed to execute each outcome of each decision point in a computer program,コンピュータプログラムの各決定点の各結果を実行するように設計されたテスト
testing designed to execute each statement of a computer program,コンピュータプログラムの各ステートメントを実行するように設計されたテスト
"testing following modifications to a test item or to its operational environment, to identify whether regression failures occur",回帰障害が発生するかどうかを特定するための、テスト項目またはその運用環境への変更後のテスト
testing in which a test item is examined against a set of quality or other criteria without code being executed,コードを実行せずに、一連の品質またはその他の基準に照らしてテスト項目を検査するテスト
"testing in which signals or data from a test device are input to a system or component, and results are returned to the test device for measurement or comparison",テストデバイスからの信号またはデータがシステムまたはコンポーネントに入力され、結果が測定または比較のためにテストデバイスに返されるテスト
"testing in which software components, hardware components, or both are combined and tested to evaluate the interaction among them",ソフトウェア コンポーネント、ハードウェア コンポーネント、またはその両方を組み合わせてテストし、それらの間の相互作用を評価するテスト
"testing in which the management, selection, prioritization, and use of testing activities and resources are consciously based on corresponding types and levels of analyzed risk",テスト活動とリソースの管理、選択、優先順位付け、使用が、分析されたリスクの対応する種類とレベルに意識的に基づいて行われるテスト
"testing in which the principal test basis is the external inputs and outputs of the test item, commonly based on a specification, rather than its implementation in source code or executable software",主なテストの基礎がテスト項目の外部入出力であり、通常はソース コードや実行可能ソフトウェアでの実装ではなく仕様に基づくテスト
"testing in which two or more variants of a program are executed with the same inputs, the outputs are compared, and errors are analyzed in case of discrepancies",プログラムの 2 つ以上のバリアントを同じ入力で実行し、出力を比較し、矛盾がある場合はエラーを分析するテスト
testing methodology in which two or more program mutations are executed using the same test cases to evaluate the ability of the test cases to detect differences in the mutations,同じテスト ケースを使用して 2 つ以上のプログラムの突然変異を実行し、突然変異の違いを検出するテスト ケースの能力を評価するテスト方法論
testing of groups of related components.,関連コンポーネントのグループのテスト。
"testing of individual hardware or software components [IEEE 1012-2012 IEEE Standard for System and Software Verification and Validation, 3.1;",個々のハードウェアまたはソフトウェア コンポーネントのテスト [IEEE 1012-2012 IEEE Standard for System and Software Verification and Validation、3.1;
testing of individual routines and modules by the developer or an independent tester,開発者または独立したテスターに​​よる個々のルーチンおよびモジュールのテスト
testing performed based on a documented test script,文書化されたテストスクリプトに基づいて実行されるテスト
testing performed with both the software and the documentation to evaluate that the documentation is fit for purpose and supports the users sufficiently in their use of the software,ソフトウェアとドキュメントの両方を使用して実行されるテスト。ドキュメントが目的に適合しており、ソフトウェアの使用においてユーザーを十分にサポートしているかどうかを評価します。
"testing required to determine that a change to a system component has not adversely affected functionality, reliability or performance and has not introduced additional defects",システムコンポーネントへの変更が機能、信頼性、パフォーマンスに悪影響を与えておらず、追加の欠陥が生じていないことを判断するために必要なテスト
testing task that is re-performed during maintenance after having been originally performed during development.,開発中に最初に実行された後、メンテナンス中に再実行されるテスト タスク。
testing that ignores the internal mechanism of a system or component and focuses solely on the outputs generated in response to selected inputs and execution conditions,システムまたはコンポーネントの内部メカニズムを無視し、選択された入力と実行条件に応じて生成される出力のみに焦点を当てるテスト
testing that requires the execution of program code,プログラムコードの実行を必要とするテスト
testing that requires the execution of the test item,テスト項目の実行が必要なテスト
testing that takes into account the internal mechanism of a system or component,システムまたはコンポーネントの内部メカニズムを考慮したテスト
"testing, conducted by the developer and witnessed by the acquirer (as appropriate), to demonstrate that a software product meets its specifications and is ready for use in its target environment or integration with its containing system",ソフトウェア製品が仕様を満たしており、ターゲット環境での使用またはそれを含むシステムとの統合の準備が整っていることを実証するために、開発者によって実施され、（必要に応じて）取得者によって立ち会いられるテスト。
text displayed on the screen that responds to user input,ユーザー入力に応答して画面に表示されるテキスト
"text listing, often indented, of the nodes in an IDEF0 model, shown in outline order",IDEF0 モデル内のノードのテキスト リスト (多くの場合インデントされ、アウトライン順に表示)
text that identifies the topic that will be covered in the following text,次のテキストで説明するトピックを識別するテキスト
"text, symbol, or small graphic that helps the user identify where particular types of information are located or where the information in the current display fits into the whole document.",特定の種類の情報がどこにあるか、または現在の表示内の情報が文書全体のどこに収まるかをユーザーが識別するのに役立つテキスト、記号、または小さなグラフィック。
textual and/or graphical component of a diagram that records a fact not otherwise depicted by a diagram's boxes and arrows,図のボックスや矢印によって示されていない事実を記録する、図のテキストおよび/またはグラフィックコンポーネント
textual or graphical overview of the navigation structure of a website,Web サイトのナビゲーション構造のテキストまたはグラフィックによる概要
"that an item was designed and integrated correctly to approved standards by competent people in accordance with approved procedures with sufficient mitigation, and tested sufficiently",品目は、十分な緩和を伴う承認された手順に従って、有能な担当者によって承認された基準に合わせて正しく設計および統合され、十分にテストされていること
"That is, a box detailed by a child diagram. The existence of this child diagram is indicated by a box detail reference.",つまり、子図によって詳細化されたボックスです。この子図の存在は、ボックス詳細参照によって示されます。
"That is, a diagram that does not contain any function that has been decomposed.",つまり、分解された関数が含まれていない図です。
"That is, a logical group of permanent data seen from the perspective of the user. FPA assigns each data function a type and distinguishes between the following types: the internal logical file and the external interface file.",つまり、ユーザーの観点から見た永続的なデータの論理的なグループです。 FPA は各データ関数にタイプを割り当て、内部論理ファイルと外部インターフェイス ファイルのタイプを区別します。
"That is, an object type set whose instances are created by a function by transforming the function's input. The arrowtail of an output arrow is attached to the right side of a box.",つまり、関数の入力を変換することによって関数によってインスタンスが作成されるオブジェクト タイプ セットです。出力矢印の矢尻はボックスの右側に取り付けられます。
"That is, an object type set whose instances are transformed by a function into output. The arrowhead of an input arrow is attached to the left side of a box.",つまり、そのインスタンスが関数によって出力に変換されるオブジェクト タイプ セットです。入力矢印の矢頭はボックスの左側に取り付けられます。
"That is, an object type set whose instances are used by a function to transform input into output. The arrowhead of a mechanism arrow is attached to the bottom side of a box.",つまり、入力を出力に変換する関数によってインスタンスが使用されるオブジェクト タイプ セットです。仕掛け矢の矢尻は箱の底面に取り付けられています。
"That is, an object type set whose instances establish a condition or set of conditions required for a function to produce correct output. The arrowhead of a control arrow is attached to the top side of a box.",つまり、関数が正しい出力を生成するために必要な条件または一連の条件をインスタンスが確立するオブジェクト タイプ セットです。コントロールアローの矢尻はボックスの上面に取り付けられます。
"that is, at most one lower-priority task can block a higher-priority tas",つまり、優先度の低いタスクは最大でも 1 つだけで、優先度の高いタスクをブロックできます。
"That is, data (information) models.",つまり、データ（情報）モデルです。
"That is, having constituent parts.",つまり、構成部品を持っているということです。
"That is, having no parts.",つまり部品が無いということです。
"That is, instantiation must be accomplished via a subclass. A class for which every instance must also be an instance of a subclass in the cluster (a total cluster) is called an abstract class with respect to that cluster.",つまり、インスタンス化はサブクラスを介して実行する必要があります。すべてのインスタンスがクラスター (クラスター全体) 内のサブクラスのインスタンスでもある必要があるクラスは、そのクラスターに関して抽象クラスと呼ばれます。
"That is, it does no updates.",つまり、更新は行われません。
"That is, some instances map to no related instance. An attribute can be declared partial, meaning it may have no value. A participant property is declared optional as part of the relationship syntax. An operation is declared partial when it has no meaning for some instances, i.e., it does not give an answer or produce a response.",つまり、一部のインスタンスは、関連するインスタンスにマップされません。属性は部分的に宣言できます。これは、値が存在しない可能性があることを意味します。参加者プロパティは、関係構文の一部としてオプションとして宣言されます。操作が一部のインスタンスにとって意味を持たない場合、つまり、答えを与えない、または応答を生成しない場合、操作は部分的であると宣言されます。
"That is, the designation given to a property whose implementation is not specified in this class. A property that is a subclass responsibility is a specification in the superclass of an interface that each of its subclasses must provide. A property that is designated as a subclass responsibility has its realization deferred to the subclass(es) of the class.",つまり、このクラスで実装が指定されていないプロパティに与えられる指定です。サブクラスの責任であるプロパティは、各サブクラスが提供する必要があるインターフェイスのスーパークラス内の仕様です。サブクラスの責任として指定されたプロパティは、その実現がクラスのサブクラスに延期されます。
"That is, the separation of object types from an object type set.",つまり、オブジェクト タイプ セットからオブジェクト タイプを分離することです。
"That is, visible to any requester (available to all without restriction).",つまり、すべての要求者に表示されます (制限なくすべての要求者が利用可能)。
that part of a diagram reference that corresponds to a diagram's parent function's node number,ダイアグラムの親関数のノード番号に対応するダイアグラム参照の部分
that portion of an operating system that is kept in main memory at all times,オペレーティング システムの、常にメイン メモリに保持される部分
that portion of main storage that is assigned to a computer program for temporary storage of data,データを一時的に保存するためにコンピュータプログラムに割り当てられる主記憶域の部分
the 'logon' command to initiate a computer session,コンピュータセッションを開始するための「logon」コマンド
the ability of an FSM method to take into account the characteristics of functional user requirements (FUR) which are pertinent to FSM in a functional domain,機能ドメインにおける FSM に関連する機能ユーザー要件 (FUR) の特性を考慮する FSM メソッドの機能
the ability to convert the results from applying two or more FSM methods in the measurement of a functional size of the same set of functional user requirements,同じ機能ユーザー要件セットの機能サイズの測定に 2 つ以上の FSM 手法を適用した結果を変換する機能
"the ability to plan, organize, direct, and control individuals or groups of people to achieve specific goals",特定の目標を達成するために個人または人々のグループを計画、組織、指揮、制御する能力
"the absolute sum of the number of function points of all the functions to be added to, changed in, or deleted from the project or the application to be counted",カウント対象となるプロジェクトまたはアプリケーションに追加、変更、削除されるすべての関数の関数ポイント数の絶対和
the accounts payable segment of a financial system,金融システムの買掛金セグメント
"The acquirer and the supplier sometimes are part of the same organization. The application management organization can have internal or external suppliers. A supplier can be another application management organization, but also IT infrastructure management organizations or consultants.",取得者と供給者は同じ組織の一部である場合があります。アプリケーション管理組織には、内部または外部のサプライヤーを含めることができます。サプライヤーには、別のアプリケーション管理組織だけでなく、IT インフラストラクチャ管理組織やコンサルタントも含まれます。
